"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.sum1.on","Answer.sum2.on","Approve","Reject"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","3JCG6DTRV4EH9X24TC2IDLFYROUQQP","A1HNR6OIRFCEHS","Submitted","Wed May 01 19:45:15 PDT 2019","Wed May 01 19:45:48 PDT 2019","Wed May 01 20:45:48 PDT 2019","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","3YMU66OBIOWDJF9N7QACATJVUEPHGP","A2X4YVQ50C13U1","Submitted","Wed May 01 19:45:12 PDT 2019","Wed May 01 19:46:45 PDT 2019","Wed May 01 20:46:45 PDT 2019","","","","93","0% (0/0)","0% (0/0)","0% (0/0)","false","true"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","39L1G8WVWRF1LSCLAM07ZCEF9KP315","A1PYK3QS7O93XA","Submitted","Wed May 01 19:49:15 PDT 2019","Wed May 01 19:51:02 PDT 2019","Wed May 01 20:51:02 PDT 2019","","","","107","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","3TS1AR6UQR2ACQ7GJXII1VUPFWUF7N","A1BFF2UMKXUXAO","Submitted","Wed May 01 19:50:11 PDT 2019","Wed May 01 19:51:04 PDT 2019","Wed May 01 20:51:04 PDT 2019","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","34Z02EIMIT16DKPXTI2Y3KZ3YRW0TG","A1RSAU5I9NZTOP","Submitted","Wed May 01 19:49:28 PDT 2019","Wed May 01 19:51:47 PDT 2019","Wed May 01 20:51:47 PDT 2019","","","","139","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","35GMH2SV3F5PRIZJ58FEUZVKTKOOE3","A2OG8XRYJ56HS7","Submitted","Wed May 01 19:45:42 PDT 2019","Wed May 01 19:51:48 PDT 2019","Wed May 01 20:51:48 PDT 2019","","","","366","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","3OHYZ19UGDTM15I7P3DSYG5T85RAOV","A1LYGZOKYACK7N","Submitted","Wed May 01 19:50:56 PDT 2019","Wed May 01 19:53:42 PDT 2019","Wed May 01 20:53:42 PDT 2019","","","","166","0% (0/0)","0% (0/0)","0% (0/0)","false","true"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","39L1G8WVWRF1LSCLAM07ZCEF9KQ134","AWS49CZW5Y9JK","Submitted","Wed May 01 19:58:42 PDT 2019","Wed May 01 19:59:03 PDT 2019","Wed May 01 20:59:03 PDT 2019","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","34Z02EIMIT16DKPXTI2Y3KZ3YRY0TI","A3AJSPF200QS0Z","Submitted","Wed May 01 20:05:42 PDT 2019","Wed May 01 20:05:55 PDT 2019","Wed May 01 21:05:55 PDT 2019","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","true","false"
"3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN","3U729HRE5B2IUMPWVI0GYR3D28MMER","Choose the better summary","Select the summary that is more coherent and relevant to the title","summary, better","$0.05","Wed May 01 19:44:16 PDT 2019","75","BatchId:3628116;OriginalHitTemplateId:928390828;","1800","3600","Wed May 01 23:44:16 PDT 2019","","","3FIUS151DWQZJJECNKSUPT7UFEFGGS","A3HXZ8T9TYRNT4","Submitted","Wed May 01 20:07:23 PDT 2019","Wed May 01 20:08:01 PDT 2019","Wed May 01 21:08:01 PDT 2019","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","false","true"
